ac_year,st_code,state_name,dt_code,district_name,block_cd,udise_block_name,loc_name,sch_category_id,tr_cat_name,school_category,sch_mgmt_id,sch_mgmt_name,caste_id,caste_name,pre_primary_boy,pre_primary_girl,class1_boy,class2_boy,class3_boy,class4_boy,class5_boy,class6_boy,class7_boy,class8_boy,class9_boy,class10_boy,class11_boy,class12_boy,class1_girl,class2_girl,class3_girl,class4_girl,class5_girl,class6_girl,class7_girl,class8_girl,class9_girl,class10_girl,class11_girl,class12_girl
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191119,SWARUPNAGAR,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,27,31,14,9,6,4,0,0,0,0,0,0,0,0,8,7,4,2,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191120,BAGDAH,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,152,112,63,51,32,27,0,0,0,0,0,0,0,0,42,23,23,18,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191121,BONGAON,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,468,346,252,218,189,154,0,0,0,0,0,0,0,0,231,165,138,125,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191122,GAIGHATA,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,310,258,135,100,78,66,0,0,0,0,0,0,0,0,111,98,73,54,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191106,HABRA - II,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,3,2,3,2,3,3,0,0,0,0,0,0,0,0,5,3,2,2,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191109,BARRACKPORE - II,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,8,6,6,4,6,6,0,0,0,0,0,0,0,0,2,2,18,2,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191115,HINGALGANJ,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191123,BARASAT MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,38,32,16,22,17,17,0,0,0,0,0,0,0,0,19,23,20,13,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191124,HABRA MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,64,55,48,54,45,33,0,0,0,0,0,0,0,0,41,37,36,32,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191125,ASHOKENAGAR-KALYANGARH MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,24,37,10,12,6,1,0,0,0,0,0,0,0,0,13,8,4,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191128,GOBORDANGA MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,51,45,16,25,23,14,5,0,0,0,0,0,0,0,22,17,20,13,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191132,BHATPARA MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,0,0,6,4,2,3,0,0,0,0,0,0,0,0,5,2,2,2,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191135,BARRACKPORE MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,7,1,2,2,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191139,PANIHATI MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,35,25,17,16,16,11,0,0,0,0,0,0,0,0,9,20,11,9,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191140,KAMARHATTI MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,0,0,8,9,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191141,BARANAGAR MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,0,0,20,30,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191142,DUM DUM MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,20,17,15,7,4,4,0,0,0,0,0,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191144,SOUTH DUM DUM MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,107,87,36,30,27,17,0,0,0,0,0,0,0,0,18,10,8,10,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191146,BASIRHAT MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,21,23,34,25,22,18,4,0,0,0,0,0,0,0,28,23,15,22,6,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191148,TAKI MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,28,25,5,6,4,6,0,0,0,0,0,0,0,0,4,5,4,2,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191149,BONGAON MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,6,13,22,28,18,15,0,0,0,0,0,0,0,0,20,23,9,15,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191132,BHATPARA MUNICIPALITY,Urban,1,cat1,PS (I-V),6,Other Govt. managed schools,2,SC,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191101,AMDANGA,Rural,1,cat1,PS (I-V),8,Unrecognized,2,SC,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191103,BARASAT - II,Rural,1,cat1,PS (I-V),8,Unrecognized,2,SC,15,13,6,3,5,3,6,0,0,0,0,0,0,0,6,3,4,3,2,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191106,HABRA - II,Rural,1,cat1,PS (I-V),8,Unrecognized,2,SC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191107,RAJARHAT,Rural,1,cat1,PS (I-V),8,Unrecognized,2,SC,119,103,77,66,41,37,0,0,0,0,0,0,0,0,85,46,49,41,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191110,BADURIA,Rural,1,cat1,PS (I-V),8,Unrecognized,2,SC,9,7,5,4,4,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191111,BASIRHAT - I,Rural,1,cat1,PS (I-V),8,Unrecognized,2,SC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191113,HAROA,Rural,1,cat1,PS (I-V),8,Unrecognized,2,SC,11,5,33,38,30,25,0,0,0,0,0,0,0,0,25,23,24,19,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191114,HASNABAD,Rural,1,cat1,PS (I-V),8,Unrecognized,2,SC,93,65,26,20,20,18,0,0,0,0,0,0,0,0,26,17,20,8,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191115,HINGALGANJ,Rural,1,cat1,PS (I-V),8,Unrecognized,2,SC,71,52,27,19,21,12,0,0,0,0,0,0,0,0,30,10,11,10,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191116,MINAKHAN,Rural,1,cat1,PS (I-V),8,Unrecognized,2,SC,18,14,47,31,24,26,0,0,0,0,0,0,0,0,40,27,25,20,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191117,SANDESHKHALI - I,Rural,1,cat1,PS (I-V),8,Unrecognized,2,SC,43,34,36,35,29,27,0,0,0,0,0,0,0,0,33,18,18,12,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191118,SANDESHKHALI - II,Rural,1,cat1,PS (I-V),8,Unrecognized,2,SC,114,102,50,35,32,13,0,0,0,0,0,0,0,0,51,26,17,16,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191120,BAGDAH,Rural,1,cat1,PS (I-V),8,Unrecognized,2,SC,202,147,143,130,116,78,0,0,0,0,0,0,0,0,133,90,87,46,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191147,BADURIA MUNICIPALITY,Rural,1,cat1,PS (I-V),8,Unrecognized,2,SC,34,28,8,15,5,6,0,0,0,0,0,0,0,0,12,10,10,6,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191107,RAJARHAT,Urban,1,cat1,PS (I-V),8,Unrecognized,2,SC,100,94,61,62,37,41,0,0,0,0,0,0,0,0,51,42,22,33,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191109,BARRACKPORE - II,Urban,1,cat1,PS (I-V),8,Unrecognized,2,SC,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191123,BARASAT MUNICIPALITY,Urban,1,cat1,PS (I-V),8,Unrecognized,2,SC,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191124,HABRA MUNICIPALITY,Urban,1,cat1,PS (I-V),8,Unrecognized,2,SC,5,4,3,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191126,MADHYAMGRAM MUNICIPALITY,Urban,1,cat1,PS (I-V),8,Unrecognized,2,SC,6,4,4,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191127,RAJARHAT- GOPALPUR MUNICIPALITY,Urban,1,cat1,PS (I-V),8,Unrecognized,2,SC,30,20,32,31,22,21,0,0,0,0,0,0,0,0,27,24,22,21,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191128,GOBORDANGA MUNICIPALITY,Urban,1,cat1,PS (I-V),8,Unrecognized,2,SC,77,53,33,32,24,17,0,0,0,0,0,0,0,0,23,23,17,20,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191130,KANCHRAPARA MUNICIPALITY,Urban,1,cat1,PS (I-V),8,Unrecognized,2,SC,8,9,6,5,2,4,0,0,0,0,0,0,0,0,2,6,5,19,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191136,NORTH BARRACKPORE MUNICIPALITY,Urban,1,cat1,PS (I-V),8,Unrecognized,2,SC,10,12,6,3,1,2,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191138,KHARDAHA MUNICIPALITY,Urban,1,cat1,PS (I-V),8,Unrecognized,2,SC,22,13,4,7,4,1,0,0,0,0,0,0,0,0,4,6,8,2,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191148,TAKI MUNICIPALITY,Urban,1,cat1,PS (I-V),8,Unrecognized,2,SC,0,0,2,2,2,2,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191136,NORTH BARRACKPORE MUNICIPALITY,Urban,1,cat1,PS (I-V),92,Kendriya Vidyalaya / Central School,2,SC,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191142,DUM DUM MUNICIPALITY,Urban,1,cat1,PS (I-V),92,Kendriya Vidyalaya / Central School,2,SC,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191103,BARASAT - II,Rural,1,cat1,PS (I-V),98,Madarsa unrecognized,2,SC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191124,HABRA MUNICIPALITY,Urban,6,cat6,SS (I-X),1,Department of Education,2,SC,0,0,1,3,6,15,14,11,7,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191102,BARASAT - I,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,6,6,6,3,0,11,4,8,6,6,6,3,0,0,5,2,4,7,5,2,7,5,3,2,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191106,HABRA - II,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,0,2,1,1,1,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191120,BAGDAH,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,70,45,30,30,25,25,20,17,17,12,7,12,0,0,35,20,22,20,15,15,9,8,9,1,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191121,BONGAON,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,11,19,32,32,30,44,21,15,9,14,8,16,0,0,30,24,28,36,10,10,8,8,3,4,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191135,BARRACKPORE MUNICIPALITY,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,4,5,8,4,2,0,0,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191107,RAJARHAT,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,0,0,12,18,15,12,18,10,11,6,5,5,0,0,9,14,14,15,9,11,12,7,9,8,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191123,BARASAT MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,15,10,5,10,9,4,5,3,3,2,16,9,0,0,6,3,0,3,4,4,0,0,9,3,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191131,NAIHATI MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,0,0,5,3,3,2,3,2,3,1,0,0,0,0,2,1,3,2,1,2,2,2,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191133,GARULIA MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,2,3,4,0,3,2,2,2,2,2,4,2,0,0,3,3,2,4,4,2,1,2,3,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191135,BARRACKPORE MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191136,NORTH BARRACKPORE MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,0,0,2,1,2,3,2,0,1,0,0,0,0,0,0,1,3,2,0,1,1,2,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191140,KAMARHATTI MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191124,HABRA MUNICIPALITY,Urban,6,cat6,SS (I-X),8,Unrecognized,2,SC,15,9,9,12,7,4,3,5,3,4,1,0,0,0,10,13,6,3,5,3,0,1,1,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191136,NORTH BARRACKPORE MUNICIPALITY,Urban,6,cat6,SS (I-X),92,Kendriya Vidyalaya / Central School,2,SC,0,0,16,23,22,19,28,16,18,11,19,17,0,0,20,20,18,20,13,14,15,14,20,18,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191102,BARASAT - I,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,2,7,5,13,5,3,0,0,0,0,0,0,36,45,23,71,68,65,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191103,BARASAT - II,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,12,12,13,5,4,11,0,0,0,0,0,0,13,14,10,4,3,10,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191104,DEGANGA,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,6,2,12,6,3,0,0,0,0,0,0,0,1,2,8,2,7,4,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191105,HABRA - I,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,36,33,38,50,46,34,0,0,0,0,0,0,35,35,23,47,49,51,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191106,HABRA - II,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,7,11,7,4,5,1,0,0,0,0,0,0,1,8,7,3,8,5,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191108,BARRACKPORE - I,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,82,57,85,78,88,82,0,0,0,0,0,0,99,85,124,140,188,135,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191109,BARRACKPORE - II,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,7,10,5,7,5,3,0,0,0,0,0,0,6,5,5,5,0,3,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191110,BADURIA,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,6,11,10,15,8,12,0,0,0,0,0,0,12,13,15,19,20,17,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191111,BASIRHAT - I,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,16,13,17,22,28,16,0,0,0,0,0,0,18,25,26,44,46,20,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191112,BASIRHAT - II,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,17,13,12,8,17,8,0,0,0,0,0,0,15,26,24,26,30,23,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191113,HAROA,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,38,23,45,37,39,12,0,0,0,0,0,0,34,37,55,48,30,29,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191114,HASNABAD,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,99,119,83,101,138,104,0,0,0,0,0,0,131,117,71,140,143,135,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191115,HINGALGANJ,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,358,322,254,356,388,307,0,0,0,0,0,0,327,346,269,380,423,359,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191116,MINAKHAN,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,31,46,29,51,56,45,0,0,0,0,0,0,20,35,19,47,38,39,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191117,SANDESHKHALI - I,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,41,48,56,59,46,48,0,0,0,0,0,0,47,32,41,33,49,47,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191118,SANDESHKHALI - II,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,170,176,159,199,237,198,0,0,0,0,0,0,180,167,136,230,254,198,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191119,SWARUPNAGAR,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,89,72,52,125,114,87,0,0,0,0,0,0,93,88,72,115,121,121,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191120,BAGDAH,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,13,15,29,25,39,18,0,0,0,0,0,0,21,14,37,25,28,23,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191121,BONGAON,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,28,35,27,12,17,53,0,0,0,0,0,0,41,47,57,40,56,82,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191122,GAIGHATA,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,64,49,45,63,67,87,0,0,0,0,0,0,53,54,45,70,60,66,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191123,BARASAT MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,13,11,14,29,22,9,0,0,0,0,0,0,20,16,31,24,36,30,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191124,HABRA MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,23,27,20,23,41,15,0,0,0,0,0,0,105,92,85,64,90,90,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191125,ASHOKENAGAR-KALYANGARH MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,52,43,30,51,60,59,0,0,0,0,0,0,77,75,43,102,102,101,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191126,MADHYAMGRAM MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,13,7,11,10,20,9,0,0,0,0,0,0,9,8,4,9,13,12,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191127,RAJARHAT- GOPALPUR MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,2,17,48,30,69,48,0,0,0,0,0,0,1,1,1,2,9,6,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191128,GOBORDANGA MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,7,2,8,11,15,29,0,0,0,0,0,0,9,4,4,8,4,2,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191129,HALISAHAR MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,8,5,6,8,6,1,0,0,0,0,0,0,4,3,3,7,0,1,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191130,KANCHRAPARA MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,9,13,13,17,25,17,0,0,0,0,0,0,9,8,12,17,22,32,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191131,NAIHATI MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,20,27,20,27,34,20,0,0,0,0,0,0,34,41,33,35,80,71,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191132,BHATPARA MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,101,89,75,97,94,111,0,0,0,0,0,0,144,139,130,133,145,171,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191133,GARULIA MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,22,24,28,30,33,34,0,0,0,0,0,0,10,8,3,7,8,10,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191134,TITAGARH MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191135,BARRACKPORE MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191136,NORTH BARRACKPORE MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,30,24,29,41,29,32,0,0,0,0,0,0,22,20,33,42,29,27,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191138,KHARDAHA MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,0,1,2,2,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191139,PANIHATI MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,11,13,18,25,20,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191140,KAMARHATTI MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,4,4,4,5,11,7,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191141,BARANAGAR MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,8,6,7,10,6,4,0,0,0,0,0,0,5,6,7,9,15,3,0,0
2019-20,19,West Bengal,1911,NORTH 24 PARGANAS,191142,DUM DUM MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,12,14,12,13,15,18,0,0,0,0,0,0,6,7,9,14,15,8,0,0
